is_preprint_DOI,preprint_publisher,preprint_type,preprint_created,preprint_created_year,published_DOI,diagnosis
10.31219/osf.io/5g3p4,Center for Open Science,posted-content,2020-12-14,2020,10.5281/zenodo.4321179,DataCite - Zenodo
10.31219/osf.io/5p9kg,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4387206,DataCite - Zenodo
10.31224/osf.io/zfqt3,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4387210,DataCite - Zenodo
10.31219/osf.io/9yqjf,Center for Open Science,posted-content,2020-12-23,2020,10.5281/zenodo.4387214,DataCite - Zenodo
10.31219/osf.io/k56hm,Center for Open Science,posted-content,2020-12-27,2020,10.5281/zenodo.4394789,DataCite - Zenodo
10.31219/osf.io/ktqun,Center for Open Science,posted-content,2021-01-13,2021,10.5281/zenodo.4419178,DataCite - Zenodo
10.31235/osf.io/938ga,Center for Open Science,posted-content,2021-01-21,2021,10.5281/zenodo.4419548,DataCite - Zenodo
10.31219/osf.io/j9e4u,Center for Open Science,posted-content,2021-01-13,2021,10.5281/zenodo.4435337,DataCite - Zenodo
10.31219/osf.io/k42tm,Center for Open Science,posted-content,2021-01-26,2021,10.5281/zenodo.4435346,DataCite - Zenodo
10.31219/osf.io/vhzas,Center for Open Science,posted-content,2021-01-13,2021,10.5281/zenodo.4435519,DataCite - Zenodo
10.31219/osf.io/c4uqx,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4441851,DataCite - Zenodo
10.31219/osf.io/kpbg2,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4442351,DataCite - Zenodo
10.31219/osf.io/bj7v9,Center for Open Science,posted-content,2021-01-18,2021,10.5281/zenodo.4446297,DataCite - Zenodo
10.31219/osf.io/d9nxt,Center for Open Science,posted-content,2021-03-13,2021,10.5281/zenodo.4459797,DataCite - Zenodo
10.31219/osf.io/y6zcq,Center for Open Science,posted-content,2021-03-13,2021,10.5281/zenodo.4459814,DataCite - Zenodo
10.31219/osf.io/89ba6,Center for Open Science,posted-content,2021-01-25,2021,10.5281/zenodo.4460987,DataCite - Zenodo
10.31219/osf.io/xpe35,Center for Open Science,posted-content,2021-01-26,2021,10.5281/zenodo.4466838,DataCite - Zenodo
10.31219/osf.io/hd7yt,Center for Open Science,posted-content,2021-03-01,2021,10.5281/zenodo.4470447,DataCite - Zenodo
10.31219/osf.io/j4afp,Center for Open Science,posted-content,2021-01-30,2021,10.5281/zenodo.4481067,DataCite - Zenodo
10.31219/osf.io/u5zsx,Center for Open Science,posted-content,2021-02-10,2021,10.5281/zenodo.4529496,DataCite - Zenodo
10.31219/osf.io/e3v4k,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4559406,DataCite - Zenodo
10.31219/osf.io/w7mqa,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4572213,DataCite - Zenodo
10.31219/osf.io/9cvg8,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4572340,DataCite - Zenodo
10.31219/osf.io/dghpx,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4572351,DataCite - Zenodo
10.31219/osf.io/4xey8,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4572671,DataCite - Zenodo
10.31224/osf.io/s57mq,Center for Open Science,posted-content,2021-03-17,2021,10.5281/zenodo.4610004,DataCite - Zenodo
10.31219/osf.io/uq82w,Center for Open Science,posted-content,2021-03-20,2021,10.5281/zenodo.4624582,DataCite - Zenodo
10.31219/osf.io/nkmsc,Center for Open Science,posted-content,2021-03-20,2021,10.5281/zenodo.4624679,DataCite - Zenodo
10.31234/osf.io/6vmsa,Center for Open Science,posted-content,2021-03-08,2021,10.5281/zenodo.4647849,DataCite - Zenodo
10.31235/osf.io/ywavc,Center for Open Science,posted-content,2021-04-07,2021,10.5281/zenodo.4665992,DataCite - Zenodo
10.31235/osf.io/6vcsx,Center for Open Science,posted-content,2021-04-08,2021,10.5281/zenodo.4672105,DataCite - Zenodo
10.31235/osf.io/qvk9f,Center for Open Science,posted-content,2021-04-08,2021,10.5281/zenodo.4672638,DataCite - Zenodo
10.31234/osf.io/ahp9u,Center for Open Science,posted-content,2021-05-30,2021,10.5281/zenodo.4674332,DataCite - Zenodo
10.31235/osf.io/fsau9,Center for Open Science,posted-content,2021-04-15,2021,10.5281/zenodo.4687998,DataCite - Zenodo
10.31235/osf.io/e7nk8,Center for Open Science,posted-content,2021-05-19,2021,10.5281/zenodo.4709128,DataCite - Zenodo
10.31235/osf.io/werz6,Center for Open Science,posted-content,2021-05-12,2021,10.5281/zenodo.4751040,DataCite - Zenodo
10.31219/osf.io/yqsk4,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899095,DataCite - Zenodo
10.31219/osf.io/ar79v,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899171,DataCite - Zenodo
10.31219/osf.io/s5e49,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899464,DataCite - Zenodo
10.31219/osf.io/25vpc,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899629,DataCite - Zenodo
10.31219/osf.io/6heqp,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899763,DataCite - Zenodo
10.31219/osf.io/ctf9p,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4899952,DataCite - Zenodo
10.31219/osf.io/y2p5w,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4900095,DataCite - Zenodo
10.31219/osf.io/xkt8y,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4900108,DataCite - Zenodo
10.31219/osf.io/96fsw,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4900600,DataCite - Zenodo
10.31235/osf.io/fu3wq,Center for Open Science,posted-content,2021-05-19,2021,10.5281/zenodo.4915913,DataCite - Zenodo
10.31219/osf.io/4wv9p,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495709,DataCite - Zenodo
10.31219/osf.io/zcakd,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495712,DataCite - Zenodo
10.31219/osf.io/mwa64,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495713,DataCite - Zenodo
10.31219/osf.io/2bz8a,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495714,DataCite - Zenodo
10.31219/osf.io/uhya5,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495715,DataCite - Zenodo
10.31219/osf.io/9ynbu,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495716,DataCite - Zenodo
10.31219/osf.io/6vxe4,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495717,DataCite - Zenodo
10.31219/osf.io/64pku,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495719,DataCite - Zenodo
10.31219/osf.io/thjk7,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495720,DataCite - Zenodo
10.31219/osf.io/62yas,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495721,DataCite - Zenodo
10.31219/osf.io/htegc,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.495723,DataCite - Zenodo
10.31219/osf.io/my576,Center for Open Science,posted-content,2021-06-20,2021,10.5281/zenodo.4999368,DataCite - Zenodo
10.20944/preprints201704.0124.v1,MDPI AG,posted-content,2017-04-21,2017,10.5281/zenodo.546254,DataCite - Zenodo
10.20944/preprints201702.0093.v1,MDPI AG,posted-content,2017-03-01,2017,10.5281/zenodo.569984,DataCite - Zenodo
10.1101/130260,Cold Spring Harbor Laboratory,posted-content,2017-04-25,2017,10.5281/zenodo.571251,DataCite - Zenodo
10.31219/osf.io/8d9ky,Center for Open Science,posted-content,2018-07-02,2018,10.5281/zenodo.801652,DataCite - Zenodo
10.31730/osf.io/46q5j,Center for Open Science,posted-content,2019-03-04,2019,10.5281/zenodo.814472,DataCite - Zenodo
10.6028/nist.cswp.05142021-draft,National Institute of Standards and Technology (NIST),posted-content,2021-05-13,2021,10.6028/nist.cswp.05142021,resource not found
10.6028/nist.cswp.07092019-draft,National Institute of Standards and Technology (NIST),posted-content,2019-07-09,2019,10.6028/nist.cswp.07092019,resource not found
10.6028/nist.cswp.10012020-draft,National Institute of Standards and Technology (NIST),posted-content,2020-10-01,2020,10.6028/nist.cswp.10012020,resource not found
10.6028/nist.fips.186-5-draft,National Institute of Standards and Technology (NIST),posted-content,2019-10-30,2019,10.6028/nist.fips.186-5,resource not found
10.6028/nist.fips.201-3-draft,National Institute of Standards and Technology (NIST),posted-content,2020-10-29,2020,10.6028/nist.fips.201-3,resource not found
10.6028/nist.ir.8213-draft,National Institute of Standards and Technology (NIST),posted-content,2019-04-25,2019,10.6028/nist.ir.8213,resource not found
10.6028/nist.ir.8235-draft,National Institute of Standards and Technology (NIST),posted-content,2020-09-28,2020,10.6028/nist.ir.8235,resource not found
10.6028/nist.ir.8259b-draft,National Institute of Standards and Technology (NIST),posted-content,2020-10-21,2020,10.6028/nist.ir.8259b,resource not found
10.6028/nist.ir.8259c-draft,National Institute of Standards and Technology (NIST),posted-content,2020-12-11,2020,10.6028/nist.ir.8259c,resource not found
10.6028/nist.ir.8259d-draft,National Institute of Standards and Technology (NIST),posted-content,2020-12-11,2020,10.6028/nist.ir.8259d,resource not found
10.6028/nist.ir.8267-draft,National Institute of Standards and Technology (NIST),posted-content,2019-10-01,2019,10.6028/nist.ir.8267,resource not found
10.6028/nist.ir.8269-draft,National Institute of Standards and Technology (NIST),posted-content,2019-10-30,2019,10.6028/nist.ir.8269,resource not found
10.6028/nist.ir.8286a-draft,National Institute of Standards and Technology (NIST),posted-content,2020-12-11,2020,10.6028/nist.ir.8286a,resource not found
10.6028/nist.ir.8310-draft,National Institute of Standards and Technology (NIST),posted-content,2021-03-15,2021,10.6028/nist.ir.8310,resource not found
10.6028/nist.ir.8312-draft,National Institute of Standards and Technology (NIST),posted-content,2020-08-18,2020,10.6028/nist.ir.8312,resource not found
10.6028/nist.ir.8320-draft,National Institute of Standards and Technology (NIST),posted-content,2021-05-27,2021,10.6028/nist.ir.8320,resource not found
10.6028/nist.ir.8332-draft,National Institute of Standards and Technology (NIST),posted-content,2021-03-19,2021,10.6028/nist.ir.8332,resource not found
10.6028/nist.ir.8334-draft,National Institute of Standards and Technology (NIST),posted-content,2021-06-02,2021,10.6028/nist.ir.8334,resource not found
10.6028/nist.ir.8335-draft,National Institute of Standards and Technology (NIST),posted-content,2021-06-16,2021,10.6028/nist.ir.8335,resource not found
10.6028/nist.ir.8336-draft,National Institute of Standards and Technology (NIST),posted-content,2021-06-09,2021,10.6028/nist.ir.8336,resource not found
10.6028/nist.ir.8344-draft,National Institute of Standards and Technology (NIST),posted-content,2021-02-08,2021,10.6028/nist.ir.8344,resource not found
10.6028/nist.ir.8351-draft,National Institute of Standards and Technology (NIST),posted-content,2021-06-08,2021,10.6028/nist.ir.8351,resource not found
10.6028/nist.ir.8355-draft,National Institute of Standards and Technology (NIST),posted-content,2021-03-15,2021,10.6028/nist.ir.8355,resource not found
10.6028/nist.ir.8356-draft,National Institute of Standards and Technology (NIST),posted-content,2021-04-14,2021,10.6028/nist.ir.8356,resource not found
10.6028/nist.ir.8360-draft,National Institute of Standards and Technology (NIST),posted-content,2021-03-22,2021,10.6028/nist.ir.8360,resource not found
10.6028/nist.sp.1227-draft,National Institute of Standards and Technology (NIST),posted-content,2018-10-31,2018,10.6028/nist.sp.1227,resource not found
10.6028/nist.sp.1229-draft,National Institute of Standards and Technology (NIST),posted-content,2018-10-31,2018,10.6028/nist.sp.1229,resource not found
10.6028/nist.sp.172a-draft,National Institute of Standards and Technology (NIST),posted-content,2021-04-27,2021,10.6028/nist.sp.172a,resource not found
10.6028/nist.sp.800-124r2-draft,National Institute of Standards and Technology (NIST),posted-content,2020-03-18,2020,10.6028/nist.sp.800-124r2,resource not found
10.6028/nist.sp.800-161r1-draft,National Institute of Standards and Technology (NIST),posted-content,2021-04-29,2021,10.6028/nist.sp.800-161r1,resource not found
10.6028/nist.sp.800-172a-draft,National Institute of Standards and Technology (NIST),posted-content,2021-04-27,2021,10.6028/nist.sp.800-172a,resource not found
10.6028/nist.sp.800-186-draft,National Institute of Standards and Technology (NIST),posted-content,2019-10-30,2019,10.6028/nist.sp.800-186,resource not found
10.6028/nist.sp.800-204b-draft,National Institute of Standards and Technology (NIST),posted-content,2021-01-26,2021,10.6028/nist.sp.800-204b,resource not found
10.6028/nist.sp.800-210-draft,National Institute of Standards and Technology (NIST),posted-content,2020-04-01,2020,10.6028/nist.sp.800-210,resource not found
10.6028/nist.sp.800-213-draft,National Institute of Standards and Technology (NIST),posted-content,2020-10-21,2020,10.6028/nist.sp.800-213,resource not found
10.6028/nist.sp.800-216-draft,National Institute of Standards and Technology (NIST),posted-content,2021-06-07,2021,10.6028/nist.sp.800-216,resource not found
10.6028/nist.sp.800-38gr1-draft,National Institute of Standards and Technology (NIST),posted-content,2019-02-28,2019,10.6028/nist.sp.800-38gr1,resource not found
10.6028/nist.sp.800-47r1-draft,National Institute of Standards and Technology (NIST),posted-content,2021-01-26,2021,10.6028/nist.sp.800-47r1,resource not found
10.31219/osf.io/96jds,Center for Open Science,posted-content,2019-12-02,2019,10.6084/m9.figshare.10324994.v1,DataCite - Figshare
10.31234/osf.io/uhvew,Center for Open Science,posted-content,2020-04-05,2020,10.6084/m9.figshare.12084138.v1,DataCite - Figshare
10.31234/osf.io/ec3q5,Center for Open Science,posted-content,2020-06-02,2020,10.6084/m9.figshare.12236921,DataCite - Figshare
10.31219/osf.io/ujmte,Center for Open Science,posted-content,2020-07-13,2020,10.6084/m9.figshare.12645443,DataCite - Figshare
10.31234/osf.io/3sv6r,Center for Open Science,posted-content,2020-04-29,2020,10.6084/m9.figshare.12948677,DataCite - Figshare
10.31219/osf.io/2wxyv,Center for Open Science,posted-content,2020-12-08,2020,10.6084/m9.figshare.13345385,DataCite - Figshare
10.31219/osf.io/ydr3w,Center for Open Science,posted-content,2021-01-07,2021,10.6084/m9.figshare.13515362,DataCite - Figshare
10.31219/osf.io/yztcj,Center for Open Science,posted-content,2021-03-02,2021,10.6084/m9.figshare.14139749,DataCite - Figshare
10.31219/osf.io/7twmh,Center for Open Science,posted-content,2021-04-30,2021,10.6084/m9.figshare.14502846.v5,DataCite - Figshare
10.31237/osf.io/2kczb,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.1463467.v1,DataCite - Figshare
10.31235/osf.io/89cbp,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.4040682,DataCite - Figshare
10.31235/osf.io/kxfqe,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.4042764,DataCite - Figshare
10.31234/osf.io/m2jgn,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.4315778,DataCite - Figshare
10.31219/osf.io/dqncj,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.4955384,DataCite - Figshare
10.31219/osf.io/hg6sk,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.4956299,DataCite - Figshare
10.31227/osf.io/u7mjw,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.5480125.v1,DataCite - Figshare
10.31227/osf.io/k2at4,Center for Open Science,posted-content,2018-07-02,2018,10.6084/m9.figshare.6444335.v1,DataCite - Figshare
10.31219/osf.io/py6ak,Center for Open Science,posted-content,2020-05-30,2020,10.6633/ijns.202005_22(3).17,Airiti
10.31237/osf.io/e9qw2,Center for Open Science,posted-content,2018-07-02,2018,10.7282/t3s181v7,DataCite
10.31219/osf.io/hn8dm,Center for Open Science,posted-content,2018-07-02,2018,10.7480/footprint.9.2.859,DataCite
10.7287/peerj.preprints.3169,PeerJ,posted-content,2018-01-13,2018,10.7717/peerj.4046,resource not found
10.31227/osf.io/kn3ya,Center for Open Science,posted-content,2018-11-15,2018,10.7910/dvn/0cdkxg,DataCite
10.31228/osf.io/vg75f,Center for Open Science,posted-content,2018-11-15,2018,10.7910/dvn/1zuwez,DataCite
10.31219/osf.io/2dt6m,Center for Open Science,posted-content,2019-03-11,2019,10.7910/dvn/3j1vrc,DataCite
10.31235/osf.io/36kru,Center for Open Science,posted-content,2018-11-10,2018,10.7910/dvn/a4lncr,DataCite
10.31235/osf.io/8b69w,Center for Open Science,posted-content,2018-11-09,2018,10.7910/dvn/bvwz1b,DataCite
10.31235/osf.io/cd2qs,Center for Open Science,posted-content,2020-03-16,2020,10.7910/dvn/l4oakn,DataCite
10.31235/osf.io/nkb3t,Center for Open Science,posted-content,2018-11-08,2018,10.7910/dvn/pgn7yx,DataCite
10.31219/osf.io/xbjnr,Center for Open Science,posted-content,2019-03-06,2019,10.7910/dvn/rm77zj,DataCite
10.35542/osf.io/n9vxf,Center for Open Science,posted-content,2019-10-07,2019,10.7910/dvn/tlwovo,DataCite
10.31235/osf.io/uvm2a,Center for Open Science,posted-content,2019-05-07,2019,10.7910/dvn/wkjj3z,DataCite
10.24108/preprints-3111780,NPG Publishing,posted-content,2020-05-21,2020,asdasd,invalid format
10.21203/rs.2.15986/v1,Research Square Platform LLC,posted-content,2019-10-10,2019,doi: 10.1097/adt.0000000000000234,invalid format
10.21203/rs.3.rs-75938/v1,Research Square,posted-content,2020-09-15,2020,doi: 10.1186/s12890-021-01435-4,invalid format
10.21203/rs.3.rs-21865/v1,Research Square,posted-content,2020-04-15,2020,doi: 10.1186/s13023-020-01517-2,invalid format
10.21203/rs.3.rs-254835/v1,Research Square Platform LLC,posted-content,2021-02-23,2021,doi: 10.1186/s13071-021-04722-5,invalid format
10.31124/advance.9755561.v1,SAGE Publications,posted-content,2019-09-06,2019,doi/10.1177/2158244020963057,invalid format
10.21203/rs.3.rs-115894/v1,Research Square,posted-content,2020-11-25,2020,http://dx.doi.org/10.34297/ajbsr.2020.10.001556,invalid format
10.20944/preprints201702.0043.v1,MDPI AG,posted-content,2017-02-17,2017,http://www.compama.co.usb.ve/sites/default/files/forthcoming/compama_vol5-n1-art05-(2016-022-mohammad_abubakar-accepted20170526).pdf,invalid format
10.21203/rs.1.13/v1,Research Square,posted-content,2018-11-13,2018,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-018-0671-9,invalid format
10.21203/rs.1.22/v1,Research Square,posted-content,2018-11-13,2018,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-018-0678-2,invalid format
10.21203/rs.1.8/v1,Research Square,posted-content,2018-11-06,2018,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-019-0690-1,invalid format
10.21203/rs.2.167/v1,Research Square,posted-content,2019-01-03,2019,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-019-0692-z,invalid format
10.21203/rs.1.14/v1,Research Square,posted-content,2018-11-13,2018,https://bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-019-0695-9,invalid format
10.21203/rs.2.9685/v1,Research Square,posted-content,2019-05-20,2019,https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-019-1844-z,invalid format
10.21203/rs.2.90/v1,Research Square,posted-content,2018-12-13,2018,https://bmcneurol.biomedcentral.com/articles/10.1186/s12883-019-1242-5,invalid format
